date,description,amount,category
2025-10-27,DEBIT WILLIAMS AND SONS 058 MA ALEXANDERTON MP  91y0,468.96,Hotels
2025-03-18,ONLINE PAYMENT COX-BARNETT 812 VT JACKBURGH AS  20A4,241.83,Other
2025-06-18,"REF BALLARD, RAMIREZ AND MITCHELL 733 SC CHANDLERMOUTH VI  98T1",310.79,Other
2025-01-11,"INV IBARRA, SHEA AND HORNE 410 AR DAVISFORT MP  84O0",27.51,Groceries
2024-03-02,"ONLINE PAYMENT WU, COX AND ENGLISH 754 TN NEW JOSHUA OH  20m9",107.78,Clothing
2024-05-24,INV MILLER-WALLACE 526 WV MOSLEYBOROUGH OK  06P8,50.25,Gas
2024-12-18,PURCHASE AUTHORIZED ANDREWS PLC 285 IL JAMESVILLE MS  06q7,157.82,Clothing
2025-02-17,ONLINE PAYMENT HOLMES AND SONS 983 RI BLACKPORT AL  26m6,297.47,Utilities
2025-12-16,"# DENNIS, HARRIS AND COOPER 621 PA LAKE MONICATOWN NJ  61I1",90.45,Groceries
2026-01-17,TXN AIRBNB PORT ASHLEY ID  47p0,331.31,Hotels
2024-11-02,PURCHASE AUTHORIZED MARTIN-THOMPSON 494 MD NEW ROBERT AZ  92s8,75.27,Gas
2025-02-07,"TXN BARR, BASS AND FLORES 405 OR PETERBURY HI  50N2",151.74,Insurance
2025-03-02,PAYMENT TAYLOR AND SONS 312 NV LINDSEYTON IA  73D0,53.12,Gas
2024-12-12,REF MILLER-WILLIAMS 973 MA NEW JESSICA GU  60B6,335.02,Insurance
2025-09-08,"# WARD, JACKSON AND WILLIAMS 995 WV ATKINSFURT SD  82x5",25.95,Other
2024-10-05,"PURCHASE AUTHORIZED JORDAN, BROWN AND SMITH 770 IL ANNBERG IA  13d9",175.13,Utilities
2025-03-08,# HART-MOODY 748 CA NEW SHAWN MA  92l3,2.37,Coffee Shops
2025-06-28,REF SUMMERS LTD 655 UT WEST KELSEYBURY MT  69p4,186.47,Utilities
2024-06-19,POS BARRETT-DYER 596 AS CRUZVIEW GU  45C8,76.33,Groceries
2025-09-22,INV LOPEZ GROUP 947 ME NEW TIMOTHYMOUTH WY  72o5,93.31,Restaurants
2025-02-04,PAYMENT OLIVE GARDEN SOUTH BRIAN GU  32u5,37.44,Restaurants
2024-11-11,DEBIT WILLIAMS INC 648 OH NEW MARKTON NY  12b6,458.76,Electronics
2025-02-14,POS ARNOLD-HALL 319 NY BELLMOUTH MT  14S4,7.62,Coffee Shops
2026-01-25,DEBIT HARPER PLC 067 NM WEST KYLE RI  98A6,57.7,Gas
2025-04-17,PURCHASE AUTHORIZED PHILLIPS LLC 423 SD LORIFORT AR  80f1,116.67,Utilities
2026-02-07,"DEBIT BOWERS, BURTON AND PIERCE 793 MH CHRISTOPHERPORT GA  63C5",1852.99,Electronics
2025-05-12,"# ANDERSON, MARTINEZ AND MCINTYRE 389 AS STEPHENSIDE NY  27n9",145.19,Groceries
2024-09-30,POS KFC BAUERPORT VI  36X1,52.45,Restaurants
2025-07-02,# JAMES PLC 747 PA EAST LINDSEYLAND CA  70g4,129.62,Restaurants
2024-03-06,PURCHASE AUTHORIZED MENDOZA AND SONS 986 MT NEW STACY NH  68R2,146.87,Other
2024-06-24,"REF MEDINA, TAYLOR AND RIVERA 039 MD MULLINSBOROUGH MH  68a3",9.18,Other
2024-07-13,PURCHASE AUTHORIZED BLUE BOTTLE WEST LISAVIEW TN  74P1,3.81,Coffee Shops
2025-10-30,"# BUCHANAN, BLAKE AND LAWRENCE 632 DC MICHELLESHIRE ME  81C4",15.03,Restaurants
2025-10-02,PAYMENT COLLINS GROUP 205 MH WEST MARYVIEW MI  05P6,88.17,Restaurants
2025-02-25,PURCHASE AUTHORIZED WALTERS LTD 638 GU EDWARDSMOUTH NE  44x6,69.67,Restaurants
2024-12-07,POS COMBS-HANSEN 160 AK PORT CRAIG FM  54L2,6.85,Coffee Shops
2025-11-07,# FUENTES PLC 170 DC NORTH PAMELA IN  51e6,74.44,Restaurants
2024-12-05,PAYMENT ANDERSON LTD 942 MI HERRERAVILLE NH  62B2,169.84,Other
2025-10-27,DEBIT FARMER-BRUCE 359 AK WILLIAMSTOWN GA  70T1,7.57,Coffee Shops
2025-09-24,"PAYMENT LARA, KELLY AND PIERCE 145 NH WOLFBURY MD  76z3",200.42,Other
2024-12-05,# WADE AND SONS 188 AR TYLERMOUTH WY  99D1,18.67,Restaurants
2025-10-23,DEBIT PATTERSON-ESPARZA 528 NV EAST BEVERLYSIDE NH  98j0,83.82,Utilities
2025-08-03,REF FAULKNER LLC 097 MA CASSIELAND MH  58S6,102.62,Other
2024-06-21,REF KIM GROUP 594 ID LEEFURT MT  87y4,126.16,Insurance
2025-11-13,"# TYLER, LEE AND MASON 124 MS WILSONMOUTH MA  67i0",10.61,Restaurants
2024-06-06,"DEBIT SMITH, LEONARD AND SMITH 310 VI JORDANBURY VI  69z6",9.71,Coffee Shops
2024-04-25,REF HOPKINS-WELLS 748 DC WEST JESSICABURY VT  12B6,78.41,Gas
2025-08-07,DEBIT ORTIZ LTD 703 WV EAST WHITNEY OK  61j6,15.94,Groceries
2025-10-02,PAYMENT THOMAS PLC 942 HI NEW SARAH TX  48S6,93.65,Groceries
2024-08-17,REF JIMENEZ-SHARP 293 WI LEWISBERG HI  22X6,78.28,Other
2025-07-30,"INV JOHNSON, RICE AND SANCHEZ 764 MD ALEXANDERVILLE OK  72X7",424.02,Clothing
2025-02-01,PURCHASE AUTHORIZED COOK-MANN 069 HI CHUNGPORT OH  59E0,10.04,Other
2025-11-23,"POS BLACK, ALLEN AND BROWN 201 WI EAST REBEKAH MA  49G9",223.12,Other
2024-07-18,DEBIT LARA-SINGH 021 OR SUSANFURT DE  43C1,267.29,Other
2025-07-26,ONLINE PAYMENT MCMILLAN-KENNEDY 747 NC PORT JESSICABURGH HI  63v5,14.2,Coffee Shops
2024-10-31,TXN SMITH-SANCHEZ 835 GU SOUTH KIMBERLYHAVEN NY  75J8,10.22,Coffee Shops
2026-02-18,INV TUCKER INC 886 MI NORTH CORYLAND WY  44k1,52.38,Insurance
2024-11-14,PURCHASE AUTHORIZED BROWN LLC 154 NM SOUTH MARKFURT OH  97G2,19.0,Streaming
2025-07-30,"ONLINE PAYMENT MILLER, SMITH AND ALLEN 647 AS SANCHEZTOWN NE  82R6",79.79,Groceries
2026-01-24,POS PHILLIPS INC 127 AK COOPERPORT WI  47z1,155.53,Other
2025-01-23,PAYMENT TURNER-YANG 652 IN DAVIESPORT NH  55G2,78.8,Gas
2025-11-22,"DEBIT MERCADO, HILL AND THOMPSON 422 RI NEW BRADLEY IN  54f5",162.34,Clothing
2024-09-10,INV COOK PLC 408 VA MARYMOUTH NV  14A2,149.56,Groceries
2024-06-10,TXN WYNDHAM GARCIABURGH AZ  61D2,227.47,Hotels
2025-05-05,ONLINE PAYMENT RODRIGUEZ INC 552 IN PORT ZACHARY NY  32o7,264.25,Utilities
2025-02-23,REF APPLEBEES RACHELHAVEN MS  49G7,143.88,Restaurants
2025-08-13,PAYMENT WEBB LTD 855 VI THOMASSHIRE VT  11j7,14.89,Coffee Shops
2026-02-12,PAYMENT NELSON AND SONS 609 ID GARCIALAND DE  22k1,31.85,Groceries
2024-08-05,POS WHITE-MYERS 247 LA SOUTH SHANNONHAVEN PA  30b9,170.31,Groceries
2024-11-06,PAYMENT MOORE GROUP 125 MS SOUTH PATRICIA ND  49Z9,77.39,Gas
2025-04-02,INV DUNKIN NEW KYLEHAVEN ND  86U6,10.98,Coffee Shops
2024-07-17,PAYMENT GEICO HUFFTON KY  46g4,301.37,Insurance
2024-11-29,ONLINE PAYMENT SMITH-YODER 786 MH NORTH ANTHONYFURT RI  51T3,9.21,Coffee Shops
2024-10-08,"INV CAMPOS, JOHNSON AND TAYLOR 604 SD MARTINVIEW MA  37u9",499.8,Clothing
2024-03-20,POS VALENTINE AND SONS 369 LA MICHAELPORT IA  20K9,97.34,Other
2024-04-02,# SMITH LTD 817 ME NORTH BRADLEY WV  85o0,277.45,Other
2025-03-13,"ONLINE PAYMENT MONTGOMERY, AYERS AND CALDWELL 324 ND MILLERVILLE IL  12B4",200.93,Other
2024-11-23,TXN TAYLOR-JONES 968 DC LONNIETON WY  21X6,100.49,Restaurants
2025-01-27,PURCHASE AUTHORIZED HARRIS GROUP 115 RI BRANDYSTAD CT  33Y0,21.31,Other
2024-03-15,REF BROWN-DICKERSON 581 IL GLENNBERG OR  63H3,156.31,Utilities
2024-04-24,"DEBIT DAVIS, WILLIAMS AND SANCHEZ 361 WI WILEYTON MD  33V6",405.29,Other
2025-01-09,DEBIT DAY INC 562 OK HALLCHESTER GU  20I7,43.54,Restaurants
2025-01-23,PURCHASE AUTHORIZED ARMSTRONG GROUP 789 NJ SOUTH MICHAELPORT MA  35X2,138.33,Other
2024-05-11,"PAYMENT LINDSEY, BIRD AND MORAN 611 MD PHILLIPSFURT FL  11q1",35.02,Gas
2025-06-15,ONLINE PAYMENT MCFARLAND-KIRK 032 VT NEW MATTHEWBERG MP  00o8,237.29,Other
2025-10-30,"# MILLER, WALLACE AND FLOYD 222 MO PITTMANHAVEN NJ  34P1",162.48,Groceries
2025-01-03,"ONLINE PAYMENT GUTIERREZ, JOHNSON AND PETERSON 414 AR PORT LAURENTON AZ  46h6",243.68,Utilities
2024-03-26,POS LIBERTY MUTUAL PHILIPBOROUGH GA  59o9,275.6,Insurance
2025-07-26,REF GONZALEZ AND SONS 659 AS UNDERWOODLAND IN  40f2,451.84,Other
2024-06-13,"POS RUSSO, RAMIREZ AND KELLY 790 AS SOUTH ALEXAFORT CA  09N9",293.0,Clothing
2024-05-01,POS TERRY INC 942 MT LYNNTON NE  52i9,32.78,Public Transport
2025-01-28,DEBIT HOLMES-ANDERSON 975 IN NORTH CARLA AK  48L2,124.4,Restaurants
2025-11-21,ONLINE PAYMENT SANCHEZ LTD 152 ME STEVENBURGH SC  55s5,147.1,Utilities
2024-07-08,"POS VALDEZ, FIELDS AND WIGGINS 959 AR NORTH SARAHPORT VT  66Z9",338.57,Other
2025-04-02,PURCHASE AUTHORIZED MEIJER EAST TIMOTHY FL  10L7,78.34,Groceries
2025-04-09,INV JOHNSON LLC 778 NM LAURABERG IN  67q4,470.29,Clothing
2024-09-26,INV MILLER LLC 432 RI JACOBTON VA  00q0,184.37,Other
2025-06-01,TXN BENDER GROUP 358 DE EAST SUSANFURT GA  56e7,158.66,Groceries
2025-02-02,"ONLINE PAYMENT HANNA, STONE AND NICHOLSON 595 FL LAURALAND DE  01u5",46.6,Gas
2024-11-07,PAYMENT THORNTON AND SONS 956 UT RICHARDBERG FM  27B2,158.49,Utilities
2025-03-25,POS UBER SHELBYSHIRE KS  22u8,18.58,Public Transport
2025-02-20,PAYMENT ROBERTS PLC 325 AL WEST SAMANTHASHIRE KY  96h0,540.49,Airfare
2024-08-11,PURCHASE AUTHORIZED UNIQLO ADKINSBURGH NM  48V9,141.35,Clothing
2025-05-09,ONLINE PAYMENT MURRAY AND SONS 325 AS LAKE MICHELLE NY  17G5,486.16,Other
2026-02-01,"POS BENDER, COX AND LEE 158 NE NORTH MALLORY MD  01q8",136.37,Restaurants
2025-02-10,# BURNS-MILLER 021 AZ EAST VICTORIA MO  72s9,49.12,Public Transport
2024-10-29,# JOHNSON AND SONS 283 GU NORTH CALEBMOUTH DC  09n8,199.72,Hotels
2024-06-14,PURCHASE AUTHORIZED WILLIAMS-JOHNSON 103 OK PORT DAVIDBURGH SC  17N4,4.43,Coffee Shops
2025-08-31,POS KROGER EAST AMBERLAND MA  08I9,191.44,Groceries
2025-03-31,# DURAN-DENNIS 310 GU LAKE ANNABERG DE  03a1,213.95,Clothing
2024-02-22,TXN GOOGLE SERVICES SOUTH BRENTHAVEN UT  98u8,403.29,Other
2025-03-11,PAYMENT MARSHALL-THOMPSON 364 VA GLORIAPORT RI  64F5,74.16,Restaurants
2024-06-18,POS AGUILAR GROUP 709 NY WILLIAMSFORT FM  31H0,65.4,Other
2025-11-12,"INV MCCARTHY, NGUYEN AND KERR 168 ID WEST SEANSIDE CT  91f1",319.68,Electronics
2025-09-11,PAYMENT LARA LLC 438 KS GRAYBOROUGH AS  24L6,350.57,Other
2025-12-06,"REF CARLSON, NELSON AND DAVIS 782 CT SOUTH SUSAN MS  88h9",116.53,Insurance
2026-01-17,PAYMENT CARTER PLC 978 AS DAVIDSHIRE ND  89H8,153.56,Other
2026-01-24,TXN NELSON-RODRIGUEZ 026 WI NORTH HEATHERTOWN WI  93k1,7.94,Streaming
2025-07-03,INV APPLE MUSIC BETTYBOROUGH CO  62x6,8.59,Streaming
2026-01-24,PURCHASE AUTHORIZED COLLINS-RUSSELL 619 NJ BRIANHAVEN CO  33d7,8.96,Public Transport
2024-06-02,REF BALLARD-PARK 176 MO PORT GINA MH  72x3,29.72,Public Transport
2024-12-19,TXN BARBER INC 436 DC JULIEMOUTH IN  82W5,74.66,Gas
2025-11-25,# MCDONALDS EAST JOSEPH MN  08y1,34.05,Restaurants
2024-12-01,"PURCHASE AUTHORIZED REYES, KRUEGER AND OLIVER 414 AS WEST CLINTONHAVEN MI  91L1",426.89,Clothing
2025-11-20,"# ROSE, MEYER AND ATKINS 206 SC NORTH THOMASBURY GA  69F0",69.64,Clothing
2025-09-03,PURCHASE AUTHORIZED JONES PLC 833 MI LISASHIRE MA  35M2,162.39,Groceries
2024-08-25,"INV VANCE, CARLSON AND MITCHELL 029 ME KENTBURY NY  07s9",6.05,Coffee Shops
2024-07-10,REF DOWNS-KNIGHT 072 WY LAKE JESSICALAND FM  97n7,15.98,Streaming
2025-03-09,POS GARCIA-LARSON 547 HI SOUTH WILLIAMTON PR  30y5,293.91,Other
2024-07-02,POS RODRIGUEZ LLC 643 PA PORT JASONHAVEN PR  28s8,92.43,Restaurants
2025-04-04,PAYMENT SMITH-KHAN 874 TX JOHNSHIRE OK  64x0,346.79,Other
2024-12-06,DEBIT ROWE LTD 799 HI NORTH PAM CA  27w6,142.06,Groceries
2024-04-01,POS GOOGLE SERVICES RODRIGUEZTOWN VI  65S6,479.32,Other
2025-08-10,DEBIT HENDRICKS-TORRES 552 GA SOUTH MANUELMOUTH NE  48h1,78.23,Restaurants
2025-10-24,ONLINE PAYMENT WEISS-MCCOY 578 NM SHAWMOUTH TN  96Z4,4.82,Other
2025-09-10,PURCHASE AUTHORIZED MULLEN PLC 319 PR HERMANHAVEN VA  15c2,325.0,Hotels
2024-12-01,"POS EDWARDS, STEELE AND OWENS 435 WV KARENTOWN IA  72N5",334.71,Other
2024-12-30,"REF SCOTT, HAWKINS AND WARREN 728 NJ BARNETTMOUTH ME  09X0",262.6,Utilities
2025-06-05,# CHEN INC 183 PR STEVENPORT NH  86W6,45.71,Restaurants
2024-02-28,"# JOHNSON, JOHNSON AND LOPEZ 821 SD MANUELCHESTER AS  81E8",336.72,Other
2024-08-07,# PHILLIPS LLC 943 NY LAKE PAULFORT AL  91Z9,171.18,Groceries
2024-06-22,ONLINE PAYMENT JONES LTD 771 VA MITCHELLVIEW ID  11s0,144.93,Utilities
2025-03-26,POS STEELE AND SONS 640 MT JESSICASIDE MA  61N9,71.59,Utilities
2025-04-16,# BENNETT-RHODES 105 DE JOHNBURGH NY  09G1,85.94,Restaurants
2025-07-17,PURCHASE AUTHORIZED WALSH-OCONNOR 385 IA JUSTINFURT WV  50R0,107.66,Groceries
2025-07-12,PURCHASE AUTHORIZED RICHARDSON GROUP 284 HI REGINABURY WA  24F4,140.02,Restaurants
2024-04-26,DEBIT AMAZON MARKETPLACE SOUTH SCOTT DC  28P6,24.83,Other
2024-04-02,POS DAVIS-YANG 733 MD MARISSASIDE MT  88k6,28.5,Other
2024-03-09,"PAYMENT LARSON, ALLEN AND DUNLAP 779 MN MYERSFORT NE  86s0",89.26,Clothing
2025-07-08,PURCHASE AUTHORIZED ROTH INC 249 WI NATALIESHIRE AL  86e8,293.76,Hotels
2025-05-27,"REF SANDERS, ZUNIGA AND KLEIN 514 ND NORTH ALAN NE  01g1",155.62,Utilities
2025-02-14,"ONLINE PAYMENT BENNETT, FISCHER AND MARTINEZ 221 MI SCOTTFORT WY  33r3",95.06,Groceries
2025-02-01,INV JENKINS-FRENCH 725 NJ EAST CARLOS PA  12g1,35.2,Other
2024-10-17,PURCHASE AUTHORIZED APPLE MUSIC MILLERSIDE MH  25K0,8.1,Streaming
2025-12-21,# REED PLC 282 ND NEW DENNISFURT PA  10P7,312.34,Hotels
2024-10-13,DEBIT MASON AND SONS 187 NJ EAST WILLIAM MN  21f2,116.52,Restaurants
2026-02-20,"ONLINE PAYMENT SANDOVAL, JOHNSON AND HERNANDEZ 745 DE PORT MICHAELSHIRE NV  15V3",138.61,Other
2025-09-03,TXN MORENO-LEWIS 692 AK EAST ROBERTBOROUGH AZ  67q0,311.26,Clothing
2025-09-20,POS GENTRY-HOLLAND 836 NJ SOUTH CYNTHIA MP  05o7,1407.97,Electronics
2024-11-02,INV WHITE LTD 071 KY BISHOPTON DC  25X0,67.91,Groceries
2025-10-27,INV SQUARE WEST KATHLEENMOUTH CT  10H8,15.27,Other
2025-02-11,"# WARNER, KING AND GARDNER 908 MD LAKE JERRYVIEW MI  45N9",70.31,Gas
2024-05-27,DEBIT GARCIA-BENNETT 133 KY TRAVISTOWN GU  30d3,159.88,Insurance
2025-04-26,INV MYERS LTD 720 OK WEST ROBERT CA  45g9,50.61,Groceries
2025-04-11,ONLINE PAYMENT JACOBSON-GUZMAN 152 FL PORT BARRY MO  88w2,2.97,Coffee Shops
2025-10-11,TXN ROBERSON-ORTIZ 706 CO LAKE JOHN SC  84z8,135.73,Utilities
2025-12-30,PURCHASE AUTHORIZED STRIPE BECKLAND OR  96f1,364.49,Other
2025-01-21,PAYMENT DANIEL AND SONS 799 KS PORT IVAN LA  19j9,25.13,Restaurants
2025-09-17,"# PARKER, HENDERSON AND ROBERTS 505 AK WEST JEREMYTON HI  09Z0",422.36,Other
2024-05-29,INV MILLER-KRUEGER 949 NV WILLIAMSVILLE OK  92Q6,277.04,Clothing
2024-06-18,"POS KIRBY, MARTIN AND SHARP 465 TX MILESFORT SC  50h2",527.43,Airfare
2024-04-19,ONLINE PAYMENT RODRIGUEZ LTD 403 NV MIABURGH TN  87t4,340.33,Hotels
2026-02-12,ONLINE PAYMENT PHILLIPS GROUP 709 AR NEW MARIA TX  04B2,11.07,Coffee Shops
2026-01-15,DEBIT SHEPPARD AND SONS 927 VT NEW KELLY MI  70j1,81.41,Gas
2025-01-12,"ONLINE PAYMENT WEST, MURRAY AND HAYES 857 WV SUSANFORT MP  14d7",390.25,Other
2025-05-06,POS VILLARREAL AND SONS 097 MS NEW JENNIFER DC  24G0,1365.33,Electronics
2024-09-26,"POS BEST, CUNNINGHAM AND HURLEY 277 CO HANSONBURY VT  55H1",12.47,Streaming
2024-05-23,DEBIT MARTINEZ-JACKSON 533 FM BRYANTVILLE MN  87S6,30.1,Groceries
2024-05-30,POS HUFFMAN-ANDERSON 357 CT MATTHEWBURGH AK  83A5,10.75,Coffee Shops
2025-10-19,REF HARRINGTON PLC 405 NJ NORTH BRENDA MA  12J4,253.01,Other
2026-02-18,"# WALKER, RODRIGUEZ AND PARRISH 937 WY PORT DANIEL WI  27p9",142.27,Restaurants
2025-03-17,PAYMENT FRANCIS-MILLER 240 LA EAST NATHAN WV  79O2,37.26,Public Transport
2025-02-11,DEBIT KENNEDY LTD 548 NY FRANKLAND WA  08c1,244.61,Insurance
2025-11-20,"INV MCLAUGHLIN, CHANG AND GREENE 187 CO PORT ERICABOROUGH WI  68W6",133.61,Airfare
2025-02-24,"PURCHASE AUTHORIZED PARRISH, WISE AND MARTINEZ 973 DC STEWARTTOWN TX  98D1",296.98,Utilities
2024-05-16,"PAYMENT MILLER, ALEXANDER AND HALL 947 AZ WEST ELIZABETH HI  85k6",79.89,Insurance
2025-07-05,# MITCHELL INC 695 AK LAKE SHELLY NY  88S2,21.44,Restaurants
2025-03-13,"PURCHASE AUTHORIZED SMITH, MARTINEZ AND SMALL 497 FL SOUTH GEORGE RI  58U4",161.11,Groceries
2025-08-28,"ONLINE PAYMENT MORALES, GARNER AND ROBINSON 389 MN LAKE ANDREWSIDE MP  37S4",2.62,Coffee Shops
2025-03-28,POS MONROE-MORGAN 673 FL MICHELEBURY MN  22z3,9.2,Coffee Shops
2025-09-06,"PURCHASE AUTHORIZED RUSSELL, BENNETT AND BUTLER 867 MD NANCYBOROUGH MT  23y1",96.73,Other
2024-03-20,INV CHURCH LTD 280 KS SOUTH SANDRA ID  54b7,154.26,Insurance
2024-08-17,PAYMENT PARKER-JOHNSON 368 MP WEST DEVINFORT FM  48a4,14.28,Coffee Shops
2025-09-08,REF MENDOZA PLC 126 WI JOSEPHBURGH PW  89d4,496.78,Other
2024-08-08,PAYMENT WRIGHT LLC 454 CA NORTH RICHARDVIEW MD  61l2,30.31,Public Transport
2026-01-11,TXN MONTOYA-RAMIREZ 718 OR PORT JOSHUAMOUTH CA  92R3,21.64,Gas
2025-06-21,TXN POLLARD INC 947 MP PATELMOUTH AZ  40A9,111.05,Other
2025-03-25,ONLINE PAYMENT BENTON PLC 278 MD WEST BRIANVILLE AR  27B9,74.77,Clothing
2025-10-19,REF HUBBARD AND SONS 148 LA HOPKINSMOUTH CO  65E6,356.36,Clothing
2025-06-15,PAYMENT BP NEW MARIO MS  12O9,35.15,Gas
2025-11-05,"# WILLIAMS, FOX AND RYAN 894 OH NORTH JASMINE KY  16H2",21.53,Restaurants
2024-08-16,PAYMENT CHEVRON NORTH KRISTIVIEW TN  71h4,60.42,Gas
2026-01-03,TXN MCCONNELL GROUP 846 WA SHAWNBURGH FM  94Z1,1.58,Other
2024-07-20,"ONLINE PAYMENT RYAN, JACOBS AND PARSONS 472 MD TANNERTOWN FM  59U6",369.7,Other
2025-01-15,"ONLINE PAYMENT MEDINA, BROWNING AND WOLFE 109 DE TORRESBERG TX  24M3",238.26,Insurance
2025-10-02,PURCHASE AUTHORIZED ROSS LLC 898 WI JONESVILLE NH  46v0,141.88,Restaurants
2024-10-20,REF CAREY GROUP 374 MO ERICABURY PA  38w8,273.82,Insurance
2025-09-22,# BOWERS LLC 457 OR EAST KIMBERLYBURGH RI  38i7,1680.16,Electronics
2026-02-17,TXN CROSS AND SONS 869 AK NORTH MARYMOUTH LA  04a3,107.98,Other
2024-04-05,"POS MAYO, KENNEDY AND KLINE 928 RI REEVESSHIRE CA  58Q9",469.27,Other
2025-05-28,POS LAWRENCE AND SONS 980 PW EAST DANIELFORT UT  16C3,61.9,Restaurants
2024-03-03,POS LUCAS-HAWKINS 586 DE SAMUELVILLE SD  17n1,534.04,Electronics
2024-06-04,INV GARCIA LLC 751 AL EAST JOHN UT  08v9,82.79,Restaurants
2026-01-01,POS WILLIAMS-MUNOZ 741 IA NORTH ADAM DE  95F4,452.21,Other
2025-12-26,DEBIT CHANG PLC 127 PR WEBSTERVILLE TN  99D2,178.32,Other
2024-11-04,"TXN MOSS, LYONS AND POWERS 791 KY PORT BRYANCHESTER CO  10P2",118.07,Restaurants
2025-10-02,REF DAWSON LTD 139 AZ SOUTH DANIEL NE  36C2,251.5,Insurance
2024-08-27,"ONLINE PAYMENT LEWIS, WARE AND HAMILTON 922 AL NEW ERIC IL  79U3",143.37,Utilities
2025-02-17,PAYMENT DANIEL AND SONS 799 KS PORT IVAN LA  19j9,149.6,Restaurants
2024-08-06,POS MULLINS-MITCHELL 515 UT VALDEZBURGH VA  01z3,231.91,Other
2026-02-14,"POS SMITH, MITCHELL AND KING 638 PA PORT CHARLES AS  52B3",8.59,Coffee Shops
2025-08-27,REF GIBSON-WHITE 143 TN PORT MICHELE MN  65K1,133.48,Utilities
2025-02-13,"REF ARMSTRONG, LOVE AND STEPHENSON 901 NJ EAST ASHLEY MN  08o6",481.33,Clothing
2025-01-16,DEBIT LOPEZ AND SONS 960 KY PAULSIDE VI  80X1,101.31,Groceries
2024-12-14,PURCHASE AUTHORIZED MORGAN GROUP 000 PR GLORIAVIEW FM  06m8,324.25,Other
2024-10-23,REF CAMPBELL PLC 401 NY LAKE TAMMY RI  26X6,248.68,Utilities
2025-04-16,POS MIRANDA PLC 795 LA LAKE THOMAS KY  70D6,116.34,Restaurants
2024-08-26,REF OLIVE GARDEN DEBBIEBERG PA  12z4,116.99,Restaurants
2024-10-29,INV COX PLC 118 OH ROGERSSHIRE NV  10f6,114.76,Restaurants
2025-11-16,INV LARSEN PLC 120 IA SOUTH DANIELCHESTER ID  27u4,171.71,Other
2025-08-23,PURCHASE AUTHORIZED FACEBOOK ADS LAKE CARLOSLAND NE  20y7,442.63,Other
2025-09-17,POS CLARK-BROWN 392 SD EAST JOHN DE  42w4,29.03,Clothing
2025-08-26,POS WILLIAMS LTD 669 LA LAKE KYLE MN  65h6,365.07,Hotels
2026-02-06,"# PINEDA, HARRISON AND LOPEZ 106 OH ERIKAHAVEN GA  60T2",105.74,Insurance
2025-08-21,DEBIT CTA NEW KENNETHSTAD LA  35r5,3.36,Public Transport
2024-12-26,"INV SCOTT, WASHINGTON AND NGUYEN 439 DC LEEVILLE WV  74Q9",1373.7,Electronics
2025-12-29,"ONLINE PAYMENT MOORE, WEBSTER AND JOHNSON 472 IL EAST JENNIFER AZ  02F9",19.1,Streaming
2026-01-24,PURCHASE AUTHORIZED FIELDS PLC 728 NY WINTERSMOUTH OK  84U0,60.91,Gas
2024-05-25,DEBIT EDWARDS-TAYLOR 024 TX ANDREALAND TX  65J5,40.33,Gas
2024-08-18,ONLINE PAYMENT SILVA LLC 489 FL PAULBOROUGH OH  13Q7,5.07,Streaming
2025-09-17,"TXN WATKINS, JORDAN AND THOMPSON 073 MA WEST JESUS PA  64w5",433.23,Clothing
2024-05-16,DEBIT CLARK INC 870 UT EAST MICHAELBURGH NH  67F7,387.59,Other
2025-09-16,PURCHASE AUTHORIZED WRIGHT-DODSON 253 NE NORTH EDUARDO WY  61s5,59.5,Other
2025-01-21,PAYMENT CALLAHAN-SANDERS 141 RI NEW KIMBERLYSHIRE MI  77N7,375.01,Other
2024-05-18,"REF BUTLER, FERGUSON AND THOMAS 221 TN NEW JUSTINMOUTH TN  78X3",421.78,Other
2025-08-21,REF MORAN LLC 649 GA PORT JACQUELINEBOROUGH GU  30I6,356.86,Clothing
2026-01-29,"ONLINE PAYMENT KING, NIXON AND NGUYEN 633 TX LANDRYSHIRE WV  40j6",6.28,Other
2025-07-26,"PAYMENT YOUNG, SANCHEZ AND RODRIGUEZ 515 ME CARLCHESTER NV  84g2",5.72,Streaming
2024-12-23,ONLINE PAYMENT SINGH-JONES 449 MT SARAMOUTH AS  03C2,31.64,Restaurants
2025-05-15,"ONLINE PAYMENT PERRY, EVANS AND HERNANDEZ 770 AL SOUTH RYAN NH  24m7",14.39,Coffee Shops
2024-12-24,INV CLAY LLC 298 NC ANDREWFURT CT  03F8,156.95,Groceries
2025-11-11,ONLINE PAYMENT PAUL LLC 800 MP EAST LUIS MT  69F9,230.59,Utilities
2025-04-24,# UNDERWOOD-COOPER 097 PA BECKFURT WY  39o7,134.01,Utilities
2026-02-11,REF SQUARE WEST ROBERT KS  84T2,398.62,Other
2025-04-12,PAYMENT LOPEZ-EVANS 492 IL HUNTBERG IN  85R9,470.44,Clothing
2025-09-29,DEBIT COLEMAN LLC 812 NC NEW KENNETH MA  24O1,77.04,Insurance
2024-04-12,PURCHASE AUTHORIZED CALLAHAN-DAVIS 791 SD DONNASIDE SD  89q7,24.74,Groceries
2025-02-23,POS DIXON-SMITH 619 TX DANIELLEBURY GA  50A6,46.08,Public Transport
2025-10-24,PURCHASE AUTHORIZED NORRIS INC 525 AK NEW NANCY AS  13c9,105.49,Groceries
